"BusinessYear","StateCode","aca_age","MetalLevel","rate"
2014,"ND",10,"Catastrophic",95.1233333333333
2014,"ND",10,"Gold",172.935833333333
2014,"ND",10,"Platinum",207.4435
2014,"ND",10,"Silver",152.086
2014,"ND",21,"Bronze",192.540972222222
2014,"ND",21,"Catastrophic",150.500416666667
2014,"ND",21,"Gold",273.611646825397
2014,"ND",21,"Platinum",328.21
2014,"ND",21,"Silver",240.624027777778
2014,"ND",27,"Bronze",207.873125
2014,"ND",27,"Catastrophic",162.483611111111
2014,"ND",27,"Gold",295.397658730159
2014,"ND",27,"Platinum",354.344166666667
2014,"ND",27,"Silver",259.7825
2014,"ND",30,"Bronze",231.643229166667
2014,"ND",30,"Catastrophic",181.06425
2014,"ND",30,"Gold",329.176904761905
2014,"ND",30,"Platinum",394.8628
2014,"ND",30,"Silver",289.489733333333
2014,"ND",40,"Bronze",278.021604166667
2014,"ND",40,"Catastrophic",217.31625
2014,"ND",40,"Gold",395.083511904762
2014,"ND",40,"Platinum",473.92015
2014,"ND",40,"Silver",347.449633333333
2014,"ND",50,"Bronze",420.261791666667
2014,"ND",50,"Catastrophic",328.497916666667
2014,"ND",50,"Gold",597.213666666667
2014,"ND",50,"Platinum",716.38625
2014,"ND",50,"Silver",525.210866666667
2014,"ND",60,"Bronze",554.144270833333
2014,"ND",60,"Catastrophic",433.149444444444
2014,"ND",60,"Gold",787.469563492063
2014,"ND",60,"Platinum",944.603833333333
2014,"ND",60,"Silver",692.967111111111
2014,"NE",10,"Bronze",128.120242117117
2014,"NE",10,"Catastrophic",84.7940476190476
2014,"NE",10,"Gold",185.508229166667
2014,"NE",10,"Platinum",169.5309375
2014,"NE",10,"Silver",158.127388888889
2014,"NE",21,"Bronze",202.706988551051
2014,"NE",21,"Catastrophic",134.156626984127
2014,"NE",21,"Gold",293.501691261574
2014,"NE",21,"Platinum",268.223541666667
2014,"NE",21,"Silver",250.182060185185
2014,"NE",27,"Bronze",218.847897897898
2014,"NE",27,"Catastrophic",144.838174603175
2014,"NE",27,"Gold",316.872769097222
2014,"NE",27,"Platinum",289.5825
2014,"NE",27,"Silver",270.103861111111
2014,"NE",30,"Bronze",243.873657094595
2014,"NE",30,"Catastrophic",161.401142857143
2014,"NE",30,"Gold",353.107322916667
2014,"NE",30,"Platinum",322.69625
2014,"NE",30,"Silver",300.990429166667
2014,"NE",40,"Bronze",292.700904279279
2014,"NE",40,"Catastrophic",193.715547619048
2014,"NE",40,"Gold",423.804810763889
2014,"NE",40,"Platinum",387.305125
2014,"NE",40,"Silver",361.253422222222
2014,"NE",50,"Bronze",442.4511875
2014,"NE",50,"Catastrophic",292.822797619048
2014,"NE",50,"Gold",640.629493055556
2014,"NE",50,"Platinum",585.45553125
2014,"NE",50,"Silver",546.076100694444
2014,"NE",60,"Bronze",583.378714339339
2014,"NE",60,"Catastrophic",386.087123015873
2014,"NE",60,"Gold",844.689429976852
2014,"NE",60,"Platinum",771.966302083333
2014,"NE",60,"Silver",720.022288194444
2014,"NH",10,"Bronze",126.262916666667
2014,"NH",10,"Catastrophic",95.24
2014,"NH",10,"Gold",195.821666666667
2014,"NH",10,"Silver",153.44875
2014,"NH",21,"Bronze",199.767777777778
2014,"NH",21,"Catastrophic",150.69
2014,"NH",21,"Gold",309.819166666667
2014,"NH",21,"Silver",242.781458333333
2014,"NH",27,"Bronze",215.674861111111
2014,"NH",27,"Catastrophic",162.69
2014,"NH",27,"Gold",334.49
2014,"NH",27,"Silver",262.114791666667
2014,"NH",30,"Bronze",240.3375
2014,"NH",30,"Catastrophic",181.295
2014,"NH",30,"Gold",372.73875
2014,"NH",30,"Silver",292.08675
2014,"NH",40,"Bronze",288.456833333333
2014,"NH",40,"Catastrophic",217.592
2014,"NH",40,"Gold",447.36725
2014,"NH",40,"Silver",350.5675625
2014,"NH",50,"Bronze",436.035541666667
2014,"NH",50,"Catastrophic",328.913
2014,"NH",50,"Gold",676.246833333333
2014,"NH",50,"Silver",529.92225
2014,"NH",60,"Bronze",574.944930555556
2014,"NH",60,"Catastrophic",433.695
2014,"NH",60,"Gold",891.680972222222
2014,"NH",60,"Silver",698.741354166667
2014,"NJ",10,"Bronze",179.996435087719
2014,"NJ",10,"Catastrophic",131.8875
2014,"NJ",10,"Gold",242.970125730994
2014,"NJ",10,"Platinum",279.151966666667
2014,"NJ",10,"Silver",199.160688596491
2014,"NJ",21,"Bronze",285.332344444444
2014,"NJ",21,"Catastrophic",208.667083333333
2014,"NJ",21,"Gold",389.238089181287
2014,"NJ",21,"Platinum",422.673933333333
2014,"NJ",21,"Silver",313.493120979532
2014,"NJ",27,"Bronze",296.243966276803
2014,"NJ",27,"Catastrophic",225.284166666667
2014,"NJ",27,"Gold",401.72776795837
2014,"NJ",27,"Platinum",437.6354
2014,"NJ",27,"Silver",325.293861478246
2014,"NJ",30,"Bronze",321.551004312032
2014,"NJ",30,"Catastrophic",251.043
2014,"NJ",30,"Gold",434.599907452644
2014,"NJ",30,"Platinum",472.203083333333
2014,"NJ",30,"Silver",352.741459171041
2014,"NJ",40,"Bronze",372.054154876223
2014,"NJ",40,"Catastrophic",301.30675
2014,"NJ",40,"Gold",500.585468291803
2014,"NJ",40,"Platinum",541.170863333333
2014,"NJ",40,"Silver",407.491761815634
2014,"NJ",50,"Bronze",521.560761773172
2014,"NJ",50,"Catastrophic",455.46025
2014,"NJ",50,"Gold",694.262751722609
2014,"NJ",50,"Platinum",745.350633333333
2014,"NJ",50,"Silver",569.546935163847
2014,"NJ",60,"Bronze",641.799011111111
2014,"NJ",60,"Catastrophic",600.555416666667
2014,"NJ",60,"Gold",843.672519005848
2014,"NJ",60,"Platinum",909.8882
2014,"NJ",60,"Silver",699.838784904971
2014,"NM",10,"Bronze",102.130208333333
2014,"NM",10,"Catastrophic",89.6641666666667
2014,"NM",10,"Gold",152.058892857143
2014,"NM",10,"Silver",127.62475
2014,"NM",21,"Bronze",161.585215277778
2014,"NM",21,"Catastrophic",141.862777777778
2014,"NM",21,"Gold",240.58055952381
2014,"NM",21,"Silver",201.92184375
2014,"NM",27,"Bronze",174.452
2014,"NM",27,"Catastrophic",153.159333333333
2014,"NM",27,"Gold",259.737226190476
2014,"NM",27,"Silver",218.000385416667
2014,"NM",30,"Bronze",194.400883333333
2014,"NM",30,"Catastrophic",170.672816666667
2014,"NM",30,"Gold",289.438642857143
2014,"NM",30,"Silver",242.92871875
2014,"NM",40,"Bronze",233.322766666667
2014,"NM",40,"Catastrophic",204.843866666667
2014,"NM",40,"Gold",347.388757142857
2014,"NM",40,"Silver",291.5665875
2014,"NM",50,"Bronze",352.693783333333
2014,"NM",50,"Catastrophic",309.643766666667
2014,"NM",50,"Gold",525.117592857143
2014,"NM",50,"Silver",440.736153125
2014,"NM",60,"Bronze",465.051805555556
2014,"NM",60,"Catastrophic",408.285194444444
2014,"NM",60,"Gold",692.404285714286
2014,"NM",60,"Silver",581.14090625
2014,"OH",10,"Bronze",128.04793856131
2014,"OH",10,"Catastrophic",84.9389125816993
2014,"OH",10,"Gold",193.697809601258
2014,"OH",10,"Platinum",225.435736607143
2014,"OH",10,"Silver",153.775049193561
2014,"OH",21,"Bronze",202.588471918657
2014,"OH",21,"Catastrophic",134.382873910675
2014,"OH",21,"Gold",306.45358511524
2014,"OH",21,"Platinum",356.672005208333
2014,"OH",21,"Silver",243.292690830519
2014,"OH",27,"Bronze",218.720020191868
2014,"OH",27,"Catastrophic",145.084973311547
2014,"OH",27,"Gold",330.856276969561
2014,"OH",27,"Platinum",385.074077380952
2014,"OH",27,"Silver",262.665598383864
2014,"OH",30,"Bronze",243.731280142977
2014,"OH",30,"Catastrophic",161.675770098039
2014,"OH",30,"Gold",368.690394980838
2014,"OH",30,"Platinum",429.107625
2014,"OH",30,"Silver",292.701673338063
2014,"OH",40,"Bronze",292.530594922793
2014,"OH",40,"Catastrophic",194.045154575163
2014,"OH",40,"Gold",442.508696474051
2014,"OH",40,"Platinum",515.021368303571
2014,"OH",40,"Silver",351.305795543477
2014,"OH",50,"Bronze",442.192913448277
2014,"OH",50,"Catastrophic",293.321830718954
2014,"OH",50,"Gold",668.901816093078
2014,"OH",50,"Platinum",778.514029017857
2014,"OH",50,"Silver",531.038157155338
2014,"OH",60,"Bronze",583.060151713825
2014,"OH",60,"Catastrophic",386.761655228758
2014,"OH",60,"Gold",881.99088678396
2014,"OH",60,"Platinum",1026.52140252976
2014,"OH",60,"Silver",700.209103182235
2014,"OK",10,"Bronze",108.034924242424
2014,"OK",10,"Catastrophic",80.9158333333333
2014,"OK",10,"Gold",164.788264652015
2014,"OK",10,"Platinum",212.744402116402
2014,"OK",10,"Silver",135.702708049887
2014,"OK",21,"Bronze",170.883218044533
2014,"OK",21,"Catastrophic",128.036277777778
2014,"OK",21,"Gold",260.72451500814
2014,"OK",21,"Platinum",336.595001322751
2014,"OK",21,"Silver",214.746411380056
2014,"OK",27,"Bronze",184.499571437051
2014,"OK",27,"Catastrophic",138.249796296296
2014,"OK",27,"Gold",281.483072649573
2014,"OK",27,"Platinum",363.397385361552
2014,"OK",27,"Silver",231.810747260015
2014,"OK",30,"Bronze",205.593658190035
2014,"OK",30,"Catastrophic",154.052172222222
2014,"OK",30,"Gold",313.671791758242
2014,"OK",30,"Platinum",404.952444708995
2014,"OK",30,"Silver",258.31940606576
2014,"OK",40,"Bronze",246.768907289305
2014,"OK",40,"Catastrophic",184.886483333333
2014,"OK",40,"Gold",376.473449175824
2014,"OK",40,"Platinum",486.029995634921
2014,"OK",40,"Silver",310.051930052537
2014,"OK",50,"Bronze",373.015292838246
2014,"OK",50,"Catastrophic",279.484716666667
2014,"OK",50,"Gold",569.081557844933
2014,"OK",50,"Platinum",734.690682936508
2014,"OK",50,"Silver",468.686388658539
2014,"OK",60,"Bronze",491.785905753968
2014,"OK",60,"Catastrophic",368.453222222222
2014,"OK",60,"Gold",750.357387617013
2014,"OK",60,"Platinum",968.742933421517
2014,"OK",60,"Silver",618.038655668275
2014,"PA",10,"Bronze",122.677176870748
2014,"PA",10,"Catastrophic",92.17296875
2014,"PA",10,"Gold",167.144342447917
2014,"PA",10,"Platinum",175.343765432099
2014,"PA",10,"Silver",144.301383044554
2014,"PA",21,"Bronze",194.096596513605
2014,"PA",21,"Catastrophic",145.8359375
2014,"PA",21,"Gold",264.462870876736
2014,"PA",21,"Platinum",277.428926183128
2014,"PA",21,"Silver",228.31749449945
2014,"PA",27,"Bronze",209.568440334467
2014,"PA",27,"Catastrophic",157.465711805556
2014,"PA",27,"Gold",285.522029947917
2014,"PA",27,"Platinum",299.531720679012
2014,"PA",27,"Silver",246.512260726073
2014,"PA",30,"Bronze",233.510605229592
2014,"PA",30,"Catastrophic",175.4771640625
2014,"PA",30,"Gold",318.154996223958
2014,"PA",30,"Platinum",333.757645061728
2014,"PA",30,"Silver",274.679248659241
2014,"PA",40,"Bronze",280.276616496599
2014,"PA",40,"Catastrophic",210.609283854167
2014,"PA",40,"Gold",381.863196354167
2014,"PA",40,"Platinum",400.597846450617
2014,"PA",40,"Silver",329.68948855198
2014,"PA",50,"Bronze",423.666474064626
2014,"PA",50,"Catastrophic",318.367
2014,"PA",50,"Gold",577.236080859375
2014,"PA",50,"Platinum",605.558538966049
2014,"PA",50,"Silver",498.369028981023
2014,"PA",60,"Bronze",558.589820365646
2014,"PA",60,"Catastrophic",419.745529513889
2014,"PA",60,"Gold",761.100101128472
2014,"PA",60,"Platinum",798.443405992798
2014,"PA",60,"Silver",657.105474422442
2014,"SC",10,"Bronze",121.091023148148
2014,"SC",10,"Catastrophic",90.4021458333333
2014,"SC",10,"Gold",186.616043055556
2014,"SC",10,"Platinum",252.714166666667
2014,"SC",10,"Silver",160.244355113636
2014,"SC",21,"Bronze",191.585394290123
2014,"SC",21,"Catastrophic",143.031782986111
2014,"SC",21,"Gold",295.254691203704
2014,"SC",21,"Platinum",399.834861111111
2014,"SC",21,"Silver",253.531318497475
2014,"SC",27,"Bronze",206.84061882716
2014,"SC",27,"Catastrophic",154.42084375
2014,"SC",27,"Gold",318.765825462963
2014,"SC",27,"Platinum",431.673888888889
2014,"SC",27,"Silver",273.719170138889
2014,"SC",30,"Bronze",230.493100925926
2014,"SC",30,"Catastrophic",172.078835416667
2014,"SC",30,"Gold",355.216754583333
2014,"SC",30,"Platinum",481.035583333333
2014,"SC",30,"Silver",305.019380776515
2014,"SC",40,"Bronze",276.641271759259
2014,"SC",40,"Catastrophic",206.531570833333
2014,"SC",40,"Gold",426.336666527778
2014,"SC",40,"Platinum",577.346416666667
2014,"SC",40,"Silver",366.08910407197
2014,"SC",50,"Bronze",418.175145833333
2014,"SC",50,"Catastrophic",312.196467708333
2014,"SC",50,"Gold",644.456765277778
2014,"SC",50,"Platinum",872.725166666667
2014,"SC",50,"Silver",553.385871969697
2014,"SC",60,"Bronze",551.386825617284
2014,"SC",60,"Catastrophic",411.647425347222
2014,"SC",60,"Gold",849.755549768518
2014,"SC",60,"Platinum",1150.74777777778
2014,"SC",60,"Silver",729.67361300505
2014,"SD",10,"Bronze",156.087109375
2014,"SD",10,"Catastrophic",118.51
2014,"SD",10,"Gold",211.219558823529
2014,"SD",10,"Platinum",202.352916666667
2014,"SD",10,"Silver",175.0805
2014,"SD",21,"Bronze",246.9544140625
2014,"SD",21,"Catastrophic",187.498888888889
2014,"SD",21,"Gold",334.181758578431
2014,"SD",21,"Platinum",320.15125
2014,"SD",21,"Silver",277.0035625
2014,"SD",27,"Bronze",266.619010416667
2014,"SD",27,"Catastrophic",202.428611111111
2014,"SD",27,"Gold",360.792205882353
2014,"SD",27,"Platinum",345.644652777778
2014,"SD",27,"Silver",299.060864583333
2014,"SD",30,"Bronze",297.1068359375
2014,"SD",30,"Catastrophic",225.57725
2014,"SD",30,"Gold",402.049338235294
2014,"SD",30,"Platinum",385.16975
2014,"SD",30,"Silver",333.259153125
2014,"SD",40,"Bronze",356.592203125
2014,"SD",40,"Catastrophic",270.74125
2014,"SD",40,"Gold",482.545393382353
2014,"SD",40,"Platinum",462.287208333333
2014,"SD",40,"Silver",399.98258125
2014,"SD",50,"Bronze",539.02959375
2014,"SD",50,"Catastrophic",409.2565
2014,"SD",50,"Gold",729.42275
2014,"SD",50,"Platinum",698.799791666667
2014,"SD",50,"Silver",604.6198
2014,"SD",60,"Bronze",710.749010416667
2014,"SD",60,"Catastrophic",539.633611111111
2014,"SD",60,"Gold",961.79537377451
2014,"SD",60,"Platinum",921.416215277778
2014,"SD",60,"Silver",797.234
2014,"TN",10,"Bronze",95.6662549019608
2014,"TN",10,"Catastrophic",83.0525
2014,"TN",10,"Gold",155.763994598765
2014,"TN",10,"Platinum",179.793325
2014,"TN",10,"Silver",123.216510416667
2014,"TN",21,"Bronze",151.407719855758
2014,"TN",21,"Catastrophic",131.457866666667
2014,"TN",21,"Gold",246.431420338442
2014,"TN",21,"Platinum",284.46155
2014,"TN",21,"Silver",194.948957935178
2014,"TN",27,"Bronze",163.495700477627
2014,"TN",27,"Catastrophic",141.777756410256
2014,"TN",27,"Gold",266.066205246914
2014,"TN",27,"Platinum",307.111758333333
2014,"TN",27,"Silver",210.449981771893
2014,"TN",30,"Bronze",182.121175980392
2014,"TN",30,"Catastrophic",158.115402173913
2014,"TN",30,"Gold",296.490801851852
2014,"TN",30,"Platinum",342.2304525
2014,"TN",30,"Silver",234.554696241969
2014,"TN",40,"Bronze",218.693952280477
2014,"TN",40,"Catastrophic",189.939854166667
2014,"TN",40,"Gold",355.853269058642
2014,"TN",40,"Platinum",410.749355
2014,"TN",40,"Silver",281.56285637637
2014,"TN",50,"Bronze",330.504350490196
2014,"TN",50,"Catastrophic",287.07265
2014,"TN",50,"Gold",537.913525385802
2014,"TN",50,"Platinum",620.896845
2014,"TN",50,"Silver",425.549173090278
2014,"TN",60,"Bronze",435.770624183007
2014,"TN",60,"Catastrophic",378.525083333333
2014,"TN",60,"Gold",709.231180426955
2014,"TN",60,"Platinum",818.6417375
2014,"TN",60,"Silver",561.079826099537
2014,"TX",10,"Bronze",117.533873614429
2014,"TX",10,"Catastrophic",82.1440222222222
2014,"TX",10,"Gold",171.741128508772
2014,"TX",10,"Platinum",149.7225
2014,"TX",10,"Silver",148.458293413776
2014,"TX",21,"Bronze",185.954203169294
2014,"TX",21,"Catastrophic",129.97577654321
2014,"TX",21,"Gold",271.71786045643
2014,"TX",21,"Platinum",236.891666666667
2014,"TX",21,"Silver",234.884955551964
2014,"TX",27,"Bronze",200.765943296438
2014,"TX",27,"Catastrophic",140.316780246914
2014,"TX",27,"Gold",293.354302342394
2014,"TX",27,"Platinum",255.763333333333
2014,"TX",27,"Silver",253.586803777921
2014,"TX",30,"Bronze",223.721819589903
2014,"TX",30,"Catastrophic",156.359094074074
2014,"TX",30,"Gold",326.901206078658
2014,"TX",30,"Platinum",285.009583333333
2014,"TX",30,"Silver",282.584759575882
2014,"TX",40,"Bronze",268.516337867097
2014,"TX",40,"Catastrophic",187.659556296296
2014,"TX",40,"Gold",392.351502094178
2014,"TX",40,"Platinum",342.071
2014,"TX",40,"Silver",339.161385805502
2014,"TX",50,"Bronze",405.894203346871
2014,"TX",50,"Catastrophic",283.67613037037
2014,"TX",50,"Gold",593.08480966551
2014,"TX",50,"Platinum",517.083583333333
2014,"TX",50,"Silver",512.68454970265
2014,"TX",60,"Bronze",535.167010572278
2014,"TX",60,"Catastrophic",374.007467901235
2014,"TX",60,"Gold",782.005167887668
2014,"TX",60,"Platinum",681.796527777778
2014,"TX",60,"Silver",675.986875481817
2014,"UT",10,"Bronze",108.442428571429
2014,"UT",10,"Catastrophic",90.2397619047619
2014,"UT",10,"Gold",148.890333333333
2014,"UT",10,"Platinum",120.95
2014,"UT",10,"Silver",131.342514285714
2014,"UT",21,"Bronze",159.884363095238
2014,"UT",21,"Catastrophic",133.046746031746
2014,"UT",21,"Gold",219.518733333333
2014,"UT",21,"Platinum",178.323333333333
2014,"UT",21,"Silver",193.645546031746
2014,"UT",27,"Bronze",190.083976190476
2014,"UT",27,"Catastrophic",158.176904761905
2014,"UT",27,"Gold",260.9822
2014,"UT",27,"Platinum",212.01
2014,"UT",27,"Silver",230.222323809524
2014,"UT",30,"Bronze",191.574467857143
2014,"UT",30,"Catastrophic",159.417452380952
2014,"UT",30,"Gold",263.028686666667
2014,"UT",30,"Platinum",213.672
2014,"UT",30,"Silver",232.027392380952
2014,"UT",40,"Bronze",236.879842857143
2014,"UT",40,"Catastrophic",197.118
2014,"UT",40,"Gold",325.231793333333
2014,"UT",40,"Platinum",264.198
2014,"UT",40,"Silver",286.898965714286
2014,"UT",50,"Bronze",348.818269047619
2014,"UT",50,"Catastrophic",290.265928571429
2014,"UT",50,"Gold",478.920986666667
2014,"UT",50,"Platinum",389.051
2014,"UT",50,"Silver",422.474283809524
2014,"UT",60,"Bronze",410.192035714286
2014,"UT",60,"Catastrophic",341.331428571429
2014,"UT",60,"Gold",563.182866666667
2014,"UT",60,"Platinum",457.51
2014,"UT",60,"Silver",496.812476190476
2014,"VA",10,"Bronze",295.076816616451
2014,"VA",10,"Catastrophic",301.506873737374
2014,"VA",10,"Gold",319.758714015151
2014,"VA",10,"Platinum",214.388214285714
2014,"VA",10,"Silver",285.447306163608
2014,"VA",21,"Bronze",467.019580723096
2014,"VA",21,"Catastrophic",477.135484848485
2014,"VA",21,"Gold",506.09947979798
2014,"VA",21,"Platinum",339.6875
2014,"VA",21,"Silver",451.850615992239
2014,"VA",27,"Bronze",504.191824737762
2014,"VA",27,"Catastrophic",515.119740740741
2014,"VA",27,"Gold",546.398873526936
2014,"VA",27,"Platinum",366.697142857143
2014,"VA",27,"Silver",487.782020971914
2014,"VA",30,"Bronze",561.833316178613
2014,"VA",30,"Catastrophic",573.991294949495
2014,"VA",30,"Gold",608.857439709596
2014,"VA",30,"Platinum",408.572392857143
2014,"VA",30,"Silver",543.533749076127
2014,"VA",40,"Bronze",674.285221518065
2014,"VA",40,"Catastrophic",688.900811616162
2014,"VA",40,"Gold",730.705688005051
2014,"VA",40,"Platinum",490.276928571429
2014,"VA",40,"Silver",652.322572108278
2014,"VA",50,"Bronze",1019.19763035402
2014,"VA",50,"Catastrophic",1041.33238131313
2014,"VA",50,"Gold",1104.41837171717
2014,"VA",50,"Platinum",740.856821428571
2014,"VA",50,"Silver",985.959304416112
2014,"VA",60,"Bronze",1343.59750989462
2014,"VA",60,"Catastrophic",1372.65379124579
2014,"VA",60,"Gold",1455.9353677399
2014,"VA",60,"Platinum",976.717440476191
2014,"VA",60,"Silver",1299.6587565441
2014,"WI",10,"Bronze",149.630317872919
2014,"WI",10,"Catastrophic",116.032960784314
2014,"WI",10,"Gold",215.654174489144
2014,"WI",10,"Platinum",239.350403537866
2014,"WI",10,"Silver",180.434996873497
2014,"WI",21,"Bronze",236.737821723865
2014,"WI",21,"Catastrophic",183.582217320261
2014,"WI",21,"Gold",341.19757601639
2014,"WI",21,"Platinum",378.689349686751
2014,"WI",21,"Silver",285.476203443162
2014,"WI",27,"Bronze",255.588953618756
2014,"WI",27,"Catastrophic",198.200736383442
2014,"WI",27,"Gold",368.366712590464
2014,"WI",27,"Platinum",408.843991708126
2014,"WI",27,"Silver",308.208048741382
2014,"WI",30,"Bronze",284.816033095481
2014,"WI",30,"Catastrophic",220.866010130719
2014,"WI",30,"Gold",410.489939256066
2014,"WI",30,"Platinum",455.595851879491
2014,"WI",30,"Silver",343.452161135161
2014,"WI",40,"Bronze",341.840821678559
2014,"WI",40,"Catastrophic",265.086809477124
2014,"WI",40,"Gold",492.676265804598
2014,"WI",40,"Platinum",546.812945439469
2014,"WI",40,"Silver",412.216603655604
2014,"WI",50,"Bronze",516.731835558953
2014,"WI",50,"Catastrophic",400.709174836601
2014,"WI",50,"Gold",744.736938888889
2014,"WI",50,"Platinum",826.570580431177
2014,"WI",50,"Silver",623.112865981241
2014,"WI",60,"Bronze",681.289870030581
2014,"WI",60,"Catastrophic",528.353118736383
2014,"WI",60,"Gold",981.981903230098
2014,"WI",60,"Platinum",1089.88986723788
2014,"WI",60,"Silver",821.608261984929
2014,"WV",10,"Bronze",119.354125
2014,"WV",10,"Catastrophic",99.276
2014,"WV",10,"Gold",174.9425
2014,"WV",10,"Silver",142.379
2014,"WV",21,"Bronze",188.835604166667
2014,"WV",21,"Catastrophic",157.072333333333
2014,"WV",21,"Gold",276.785857142857
2014,"WV",21,"Silver",225.265516666667
2014,"WV",27,"Bronze",203.87175
2014,"WV",27,"Catastrophic",169.579333333333
2014,"WV",27,"Gold",298.825976190476
2014,"WV",27,"Silver",243.203166666667
2014,"WV",30,"Bronze",227.185225
2014,"WV",30,"Catastrophic",188.971
2014,"WV",30,"Gold",332.99705
2014,"WV",30,"Silver",271.01362
2014,"WV",40,"Bronze",272.6714
2014,"WV",40,"Catastrophic",226.8068
2014,"WV",40,"Gold",399.668028571429
2014,"WV",40,"Silver",325.27457
2014,"WV",50,"Bronze",412.1740125
2014,"WV",50,"Catastrophic",342.8442
2014,"WV",50,"Gold",604.14435
2014,"WV",50,"Silver",491.69039
2014,"WV",60,"Bronze",543.481625
2014,"WV",60,"Catastrophic",452.064333333333
2014,"WV",60,"Gold",796.608464285714
2014,"WV",60,"Silver",648.329833333333
2014,"WY",10,"Bronze",189.48875
2014,"WY",10,"Catastrophic",174.445
2014,"WY",10,"Gold",246.028333333333
2014,"WY",10,"Platinum",264.151
2014,"WY",10,"Silver",219.669090909091
2014,"WY",21,"Bronze",299.812291666667
2014,"WY",21,"Catastrophic",276.024583333333
2014,"WY",21,"Gold",396.437986111111
2014,"WY",21,"Platinum",417.925
2014,"WY",21,"Silver",355.377727272727
2014,"WY",27,"Bronze",323.648958333333
2014,"WY",27,"Catastrophic",297.958333333333
2014,"WY",27,"Gold",427.997777777778
2014,"WY",27,"Platinum",451.203
2014,"WY",27,"Silver",383.667272727273
2014,"WY",30,"Bronze",360.656625
2014,"WY",30,"Catastrophic",332.031
2014,"WY",30,"Gold",476.940958333333
2014,"WY",30,"Platinum",502.7995
2014,"WY",30,"Silver",427.540818181818
2014,"WY",40,"Bronze",432.8685625
2014,"WY",40,"Catastrophic",398.516
2014,"WY",40,"Gold",572.433916666667
2014,"WY",40,"Platinum",603.4664
2014,"WY",40,"Silver",513.144909090909
2014,"WY",50,"Bronze",654.3455
2014,"WY",50,"Catastrophic",602.4345
2014,"WY",50,"Gold",865.3025
2014,"WY",50,"Platinum",912.2099
2014,"WY",50,"Silver",775.680318181818
2014,"WY",60,"Bronze",862.770208333333
2014,"WY",60,"Catastrophic",794.342916666667
2014,"WY",60,"Gold",1140.850625
2014,"WY",60,"Platinum",1202.74583333333
2014,"WY",60,"Silver",1022.73037878788
2015,"AK",10,"Bronze",228.005459770115
2015,"AK",10,"Catastrophic",181
2015,"AK",10,"Gold",343.755795454545
2015,"AK",10,"Silver",282.76561038961
2015,"AK",21,"Bronze",360.742199704188
2015,"AK",21,"Catastrophic",286.333333333333
2015,"AK",21,"Gold",543.929969694919
2015,"AK",21,"Silver",447.26673106609
2015,"AK",27,"Bronze",389.490598659004
2015,"AK",27,"Catastrophic",309
2015,"AK",27,"Gold",587.424938672439
2015,"AK",27,"Silver",482.891881673882
2015,"AK",30,"Bronze",434.065246421022
2015,"AK",30,"Catastrophic",344.2
2015,"AK",30,"Gold",654.44652217537
2015,"AK",30,"Silver",538.263847033781
2015,"AK",40,"Bronze",521.193923375845
2015,"AK",40,"Catastrophic",413.1
2015,"AK",40,"Gold",785.794685258405
2015,"AK",40,"Silver",646.331520858845
2015,"AK",50,"Bronze",787.892970401673
2015,"AK",50,"Catastrophic",624.5
2015,"AK",50,"Gold",1187.96439583333
2015,"AK",50,"Silver",976.875537054822
2015,"AK",60,"Bronze",1038.31311004862
2015,"AK",60,"Catastrophic",823.333333333333
2015,"AK",60,"Gold",1565.6641730859
2015,"AK",60,"Silver",1287.43196738695
2015,"AL",10,"Bronze",112.018401442308
2015,"AL",10,"Catastrophic",96.6274038461538
2015,"AL",10,"Gold",163.888326210826
2015,"AL",10,"Platinum",192.267384615385
2015,"AL",10,"Silver",139.039932336182
2015,"AL",21,"Bronze",177.229650106838
2015,"AL",21,"Catastrophic",152.878504273504
2015,"AL",21,"Gold",259.296069563153
2015,"AL",21,"Platinum",304.195688034188
2015,"AL",21,"Silver",219.982864434948
2015,"AL",27,"Bronze",191.342122061966
2015,"AL",27,"Catastrophic",165.052072649573
2015,"AL",27,"Gold",279.943183760684
2015,"AL",27,"Platinum",328.417211538462
2015,"AL",27,"Silver",237.499711538462
2015,"AL",30,"Bronze",213.222468349359
2015,"AL",30,"Catastrophic",183.925429487179
2015,"AL",30,"Gold",311.955530982906
2015,"AL",30,"Platinum",365.972838461538
2015,"AL",30,"Silver",264.65809045584
2015,"AL",40,"Bronze",255.913104166667
2015,"AL",40,"Catastrophic",220.749983974359
2015,"AL",40,"Gold",374.413806623932
2015,"AL",40,"Platinum",439.2462
2015,"AL",40,"Silver",317.646959757835
2015,"AL",50,"Bronze",386.841524439103
2015,"AL",50,"Catastrophic",333.689439102564
2015,"AL",50,"Gold",565.96905448718
2015,"AL",50,"Platinum",663.971387179487
2015,"AL",50,"Silver",480.159691595442
2015,"AL",60,"Bronze",510.078620459402
2015,"AL",60,"Catastrophic",439.993707264957
2015,"AL",60,"Gold",746.270845797721
2015,"AL",60,"Platinum",875.494636752137
2015,"AL",60,"Silver",633.125237416904
2015,"AR",10,"Bronze",127.620952380952
2015,"AR",10,"Catastrophic",83.7525
2015,"AR",10,"Gold",188.107991071429
2015,"AR",10,"Silver",171.072542857143
2015,"AR",21,"Bronze",201.918181216931
2015,"AR",21,"Catastrophic",132.510833333333
2015,"AR",21,"Gold",297.615240575397
2015,"AR",21,"Silver",270.664745238095
